Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\obj\Debug\net9.0\Protos\VertexbpmnMcp.cs,24,6,M:System.String.Concat(System.ReadOnlySpan{System.String}),,,,,"byte[] descriptorData = global::System.Convert.FromBase64String(           string.Concat(             ""ChtQcm90b3MvdmVydGV4YnBtbl9tY3AucHJvdG8SEXZlcnRleGJwbW4ubWNw"",             ""LnYxIiUKEkV4ZWN1dGVDYXNlUmVxdWVzdBIPCgdjYXNlX2lkGAEgASgJIiQK"",             ""E0V4ZWN1dGVDYXNlUmVzcG9uc2USDQoFdHJhY2UYASADKAkitQEKE1RyaWdn"",             ""ZXJFdmVudFJlcXVlc3QSDwoHY2FzZV9pZBgBIAEoCRIQCghldmVudF9pZBgC"",             ""IAEoCRJJCgpldmVudF9kYXRhGAMgAygLMjUudmVydGV4YnBtbi5tY3AudjEu"",             ""VHJpZ2dlckV2ZW50UmVxdWVzdC5FdmVudERhdGFFbnRyeRowCg5FdmVudERh"",             ""dGFFbnRyeRILCgNrZXkYASABKAkSDQoFdmFsdWUYAiABKAk6AjgBIlYKFUNh"",             ""c2VGaWxlVXBkYXRlUmVxdWVzdBIPCgdjYXNlX2lkGAEgASgJEhkKEWNhc2Vf"",             ""ZmlsZV9pdGVtX2lkGAIgASgJEhEKCW5ld192YWx1ZRgDIAEoCSIxCh5HZW5l"",             ""cmF0ZUFkSG9jU3VicHJvY2Vzc1JlcXVlc3QSDwoHY2FzZV9pZBgBIAEoCSIr"",             ""ChhIaXN0b3JpY2FsQ29udGV4dFJlcXVlc3QSDwoHY2FzZV9pZBgBIAEoCSJb"",             ""ChlIaXN0b3JpY2FsQ29udGV4dFJlc3BvbnNlEj4KD2hpc3RvcmljYWxfZGF0"",             ""YRgBIAMoCzIlLnZlcnRleGJwbW4ubWNwLnYxLkhpc3RvcmljYWxDYXNlRGF0"",             ""YSLPAQoSSGlzdG9yaWNhbENhc2VEYXRhEg8KB2Nhc2VfaWQYASABKAkSRgoJ"",             ""Y2FzZV9maWxlGAIgAygLMjMudmVydGV4YnBtbi5tY3AudjEuSGlzdG9yaWNh"",             ""bENhc2VEYXRhLkNhc2VGaWxlRW50cnkSHAoUY29tcGxldGVkX3BsYW5faXRl"",             ""bXMYAyADKAkSEQoJdGltZXN0YW1wGAQgASgJGi8KDUNhc2VGaWxlRW50cnkS"",             ""CwoDa2V5GAEgASgJEg0KBXZhbHVlGAIgASgJOgI4ASIfCgxDbW1uUmVzcG9u"",             ""c2USDwoHbWVzc2FnZRgBIAEoCTKUBAoUVmVydGV4QlBNTk1DUFNlcnZpY2US"",             ""XAoLRXhlY3V0ZUNhc2USJS52ZXJ0ZXhicG1uLm1jcC52MS5FeGVjdXRlQ2Fz"",             ""ZVJlcXVlc3QaJi52ZXJ0ZXhicG1uLm1jcC52MS5FeGVjdXRlQ2FzZVJlc3Bv"",             ""bnNlElsKEFRyaWdnZXJVc2VyRXZlbnQSJi52ZXJ0ZXhicG1uLm1jcC52MS5U"",             ""cmlnZ2VyRXZlbnRSZXF1ZXN0Gh8udmVydGV4YnBtbi5tY3AudjEuQ21tblJl"",             ""c3BvbnNlEl8KElVwZGF0ZUNhc2VGaWxlSXRlbRIoLnZlcnRleGJwbW4ubWNw"",             ""LnYxLkNhc2VGaWxlVXBkYXRlUmVxdWVzdBofLnZlcnRleGJwbW4ubWNwLnYx"",             ""LkNtbW5SZXNwb25zZRJtChdHZW5lcmF0ZUFkSG9jU3VicHJvY2VzcxIxLnZl"",             ""cnRleGJwbW4ubWNwLnYxLkdlbmVyYXRlQWRIb2NTdWJwcm9jZXNzUmVxdWVz"",             ""dBofLnZlcnRleGJwbW4ubWNwLnYxLkNtbW5SZXNwb25zZRJxChRHZXRIaXN0"",             ""b3JpY2FsQ29udGV4dBIrLnZlcnRleGJwbW4ubWNwLnYxLkhpc3RvcmljYWxD"",             ""b250ZXh0UmVxdWVzdBosLnZlcnRleGJwbW4ubWNwLnYxLkhpc3RvcmljYWxD"",             ""b250ZXh0UmVzcG9uc2VCGqoCF1ZlcnRleEJQTU4uQXBpLkdycGMuTWNwYgZw"",             ""cm90bzM=""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\obj\Debug\net9.0\Protos\Vertexbpmn.cs,24,6,M:System.String.Concat(System.ReadOnlySpan{System.String}),,,,,"byte[] descriptorData = global::System.Convert.FromBase64String(           string.Concat(             ""ChdQcm90b3MvdmVydGV4YnBtbi5wcm90bxINdmVydGV4YnBtbi52MSI4ChNS"",             ""ZWdpc3RlckNtbW5SZXF1ZXN0Eg8KB2Nhc2VfaWQYASABKAkSEAoIY21tbl94"",             ""bWwYAiABKAkiJQoSRXhlY3V0ZUNhc2VSZXF1ZXN0Eg8KB2Nhc2VfaWQYASAB"",             ""KAkiJAoTRXhlY3V0ZUNhc2VSZXNwb25zZRINCgV0cmFjZRgBIAMoCSKxAQoT"",             ""VHJpZ2dlckV2ZW50UmVxdWVzdBIPCgdjYXNlX2lkGAEgASgJEhAKCGV2ZW50"",             ""X2lkGAIgASgJEkUKCmV2ZW50X2RhdGEYAyADKAsyMS52ZXJ0ZXhicG1uLnYx"",             ""LlRyaWdnZXJFdmVudFJlcXVlc3QuRXZlbnREYXRhRW50cnkaMAoORXZlbnRE"",             ""YXRhRW50cnkSCwoDa2V5GAEgASgJEg0KBXZhbHVlGAIgASgJOgI4ASJWChVD"",             ""YXNlRmlsZVVwZGF0ZVJlcXVlc3QSDwoHY2FzZV9pZBgBIAEoCRIZChFjYXNl"",             ""X2ZpbGVfaXRlbV9pZBgCIAEoCRIRCgluZXdfdmFsdWUYAyABKAkiMQoeR2Vu"",             ""ZXJhdGVBZEhvY1N1YnByb2Nlc3NSZXF1ZXN0Eg8KB2Nhc2VfaWQYASABKAki"",             ""HwoMQ21tblJlc3BvbnNlEg8KB21lc3NhZ2UYASABKAky1AMKEVZlcnRleEJQ"",             ""TU5TZXJ2aWNlElQKEVJlZ2lzdGVyQ21tbk1vZGVsEiIudmVydGV4YnBtbi52"",             ""MS5SZWdpc3RlckNtbW5SZXF1ZXN0GhsudmVydGV4YnBtbi52MS5DbW1uUmVz"",             ""cG9uc2USVAoLRXhlY3V0ZUNhc2USIS52ZXJ0ZXhicG1uLnYxLkV4ZWN1dGVD"",             ""YXNlUmVxdWVzdBoiLnZlcnRleGJwbW4udjEuRXhlY3V0ZUNhc2VSZXNwb25z"",             ""ZRJTChBUcmlnZ2VyVXNlckV2ZW50EiIudmVydGV4YnBtbi52MS5UcmlnZ2Vy"",             ""RXZlbnRSZXF1ZXN0GhsudmVydGV4YnBtbi52MS5DbW1uUmVzcG9uc2USVwoS"",             ""VXBkYXRlQ2FzZUZpbGVJdGVtEiQudmVydGV4YnBtbi52MS5DYXNlRmlsZVVw"",             ""ZGF0ZVJlcXVlc3QaGy52ZXJ0ZXhicG1uLnYxLkNtbW5SZXNwb25zZRJlChdH"",             ""ZW5lcmF0ZUFkSG9jU3VicHJvY2VzcxItLnZlcnRleGJwbW4udjEuR2VuZXJh"",             ""dGVBZEhvY1N1YnByb2Nlc3NSZXF1ZXN0GhsudmVydGV4YnBtbi52MS5DbW1u"",             ""UmVzcG9uc2VCFqoCE1ZlcnRleEJQTU4uQXBpLkdycGNiBnByb3RvMw==""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\obj\Debug\net9.0\Protos\Vertexbpmn.cs,24,6,M:System.String.Concat(System.ReadOnlySpan{System.String}),,,,,"byte[] descriptorData = global::System.Convert.FromBase64String(           string.Concat(             ""ChdQcm90b3MvdmVydGV4YnBtbi5wcm90bxINdmVydGV4YnBtbi52MSI4ChNS"",             ""ZWdpc3RlckNtbW5SZXF1ZXN0Eg8KB2Nhc2VfaWQYASABKAkSEAoIY21tbl94"",             ""bWwYAiABKAkiJQoSRXhlY3V0ZUNhc2VSZXF1ZXN0Eg8KB2Nhc2VfaWQYASAB"",             ""KAkiJAoTRXhlY3V0ZUNhc2VSZXNwb25zZRINCgV0cmFjZRgBIAMoCSKxAQoT"",             ""VHJpZ2dlckV2ZW50UmVxdWVzdBIPCgdjYXNlX2lkGAEgASgJEhAKCGV2ZW50"",             ""X2lkGAIgASgJEkUKCmV2ZW50X2RhdGEYAyADKAsyMS52ZXJ0ZXhicG1uLnYx"",             ""LlRyaWdnZXJFdmVudFJlcXVlc3QuRXZlbnREYXRhRW50cnkaMAoORXZlbnRE"",             ""YXRhRW50cnkSCwoDa2V5GAEgASgJEg0KBXZhbHVlGAIgASgJOgI4ASJWChVD"",             ""YXNlRmlsZVVwZGF0ZVJlcXVlc3QSDwoHY2FzZV9pZBgBIAEoCRIZChFjYXNl"",             ""X2ZpbGVfaXRlbV9pZBgCIAEoCRIRCgluZXdfdmFsdWUYAyABKAkiMQoeR2Vu"",             ""ZXJhdGVBZEhvY1N1YnByb2Nlc3NSZXF1ZXN0Eg8KB2Nhc2VfaWQYASABKAki"",             ""HwoMQ21tblJlc3BvbnNlEg8KB21lc3NhZ2UYASABKAky1AMKEVZlcnRleEJQ"",             ""TU5TZXJ2aWNlElQKEVJlZ2lzdGVyQ21tbk1vZGVsEiIudmVydGV4YnBtbi52"",             ""MS5SZWdpc3RlckNtbW5SZXF1ZXN0GhsudmVydGV4YnBtbi52MS5DbW1uUmVz"",             ""cG9uc2USVAoLRXhlY3V0ZUNhc2USIS52ZXJ0ZXhicG1uLnYxLkV4ZWN1dGVD"",             ""YXNlUmVxdWVzdBoiLnZlcnRleGJwbW4udjEuRXhlY3V0ZUNhc2VSZXNwb25z"",             ""ZRJTChBUcmlnZ2VyVXNlckV2ZW50EiIudmVydGV4YnBtbi52MS5UcmlnZ2Vy"",             ""RXZlbnRSZXF1ZXN0GhsudmVydGV4YnBtbi52MS5DbW1uUmVzcG9uc2USVwoS"",             ""VXBkYXRlQ2FzZUZpbGVJdGVtEiQudmVydGV4YnBtbi52MS5DYXNlRmlsZVVw"",             ""ZGF0ZVJlcXVlc3QaGy52ZXJ0ZXhicG1uLnYxLkNtbW5SZXNwb25zZRJlChdH"",             ""ZW5lcmF0ZUFkSG9jU3VicHJvY2VzcxItLnZlcnRleGJwbW4udjEuR2VuZXJh"",             ""dGVBZEhvY1N1YnByb2Nlc3NSZXF1ZXN0GhsudmVydGV4YnBtbi52MS5DbW1u"",             ""UmVzcG9uc2VCFqoCE1ZlcnRleEJQTU4uQXBpLkdycGNiBnByb3RvMw==""));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\ML\MLPredictiveAnalyticsService.cs,249,8,M:System.Threading.Tasks.Task.WhenAll(System.ReadOnlySpan{System.Threading.Tasks.Task}),,,,,"await Task.WhenAll(              TrainCompletionModelAsync(),              TrainDurationModelAsync(),              TrainBottleneckModelAsync()          );"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Debug\VisualDebuggingService.cs,743,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"return new VisualizationMetrics          {              TotalActivities = 5,              CompletedActivities = 1,              ActiveActivities = 1,              TotalDuration = TimeSpan.FromMinutes(5),              AverageActivityDuration = TimeSpan.FromMinutes(1)          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Debug\VisualDebuggingService.cs,743,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"return new VisualizationMetrics          {              TotalActivities = 5,              CompletedActivities = 1,              ActiveActivities = 1,              TotalDuration = TimeSpan.FromMinutes(5),              AverageActivityDuration = TimeSpan.FromMinutes(1)          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Debug\VisualDebuggingService.cs,734,8,M:System.TimeSpan.FromSeconds(System.Int64),,,,,"return new List<ActivityExecutionInfo>          {              new() { ActivityId = ""start_event"", Status = ""completed"", CompletedAt = DateTime.UtcNow.AddMinutes(-5), Duration = TimeSpan.FromSeconds(1), ExecutionCount = 1 }          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\OAuth2AuthenticationExtensions.cs,17,16,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.TokenValidationParameters,,,,,"options.TokenValidationParameters = new TokenValidationParameters                  {                      ValidateIssuer = true,                      ValidateAudience = true,                      ValidateLifetime = true,                      ValidateIssuerSigningKey = true,                      // For dev: Accept all tokens signed with this key (replace in prod)                      IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(""dev-signing-key-please-change""))                  };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\OAuth2AuthenticationExtensions.cs,16,16,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.RequireHttpsMetadata,,,,,options.RequireHttpsMetadata = true;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\OAuth2AuthenticationExtensions.cs,15,16,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.Audience,,,,,"options.Audience = ""vertexbpmn-api"";"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\OAuth2AuthenticationExtensions.cs,14,16,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.Authority,,,,,"options.Authority = ""https://your-oidc-provider"";"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\OAuth2AuthenticationExtensions.cs,10,8,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,"services.AddAuthentication(JwtBearerDefaults.AuthenticationScheme)              .AddJwtBearer(options =>              {                  // TODO: Replace with real OIDC authority and audience                  options.Authority = ""https://your-oidc-provider"";                  options.Audience = ""vertexbpmn-api"";                  options.RequireHttpsMetadata = true;                  options.TokenValidationParameters = new TokenValidationParameters                  {                      ValidateIssuer = true,                      ValidateAudience = true,                      ValidateLifetime = true,                      ValidateIssuerSigningKey = true,                      // For dev: Accept all tokens signed with this key (replace in prod)                      IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(""dev-signing-key-please-change""))                  };                  configureOptions?.Invoke(options);              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\OAuth2AuthenticationExtensions.cs,10,8,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,"services.AddAuthentication(JwtBearerDefaults.AuthenticationScheme)              .AddJwtBearer(options =>              {                  // TODO: Replace with real OIDC authority and audience                  options.Authority = ""https://your-oidc-provider"";                  options.Audience = ""vertexbpmn-api"";                  options.RequireHttpsMetadata = true;                  options.TokenValidationParameters = new TokenValidationParameters                  {                      ValidateIssuer = true,                      ValidateAudience = true,                      ValidateLifetime = true,                      ValidateIssuerSigningKey = true,                      // For dev: Accept all tokens signed with this key (replace in prod)                      IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(""dev-signing-key-please-change""))                  };                  configureOptions?.Invoke(options);              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\OAuth2AuthenticationExtensions.cs,10,8,T:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions,,,,,"services.AddAuthentication(JwtBearerDefaults.AuthenticationScheme)              .AddJwtBearer(options =>              {                  // TODO: Replace with real OIDC authority and audience                  options.Authority = ""https://your-oidc-provider"";                  options.Audience = ""vertexbpmn-api"";                  options.RequireHttpsMetadata = true;                  options.TokenValidationParameters = new TokenValidationParameters                  {                      ValidateIssuer = true,                      ValidateAudience = true,                      ValidateLifetime = true,                      ValidateIssuerSigningKey = true,                      // For dev: Accept all tokens signed with this key (replace in prod)                      IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(""dev-signing-key-please-change""))                  };                  configureOptions?.Invoke(options);              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\OAuth2AuthenticationExtensions.cs,10,8,"M:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions.AddJwtBearer(Microsoft.AspNetCore.Authentication.AuthenticationBuilder,System.Action{Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions})",,,,,"services.AddAuthentication(JwtBearerDefaults.AuthenticationScheme)              .AddJwtBearer(options =>              {                  // TODO: Replace with real OIDC authority and audience                  options.Authority = ""https://your-oidc-provider"";                  options.Audience = ""vertexbpmn-api"";                  options.RequireHttpsMetadata = true;                  options.TokenValidationParameters = new TokenValidationParameters                  {                      ValidateIssuer = true,                      ValidateAudience = true,                      ValidateLifetime = true,                      ValidateIssuerSigningKey = true,                      // For dev: Accept all tokens signed with this key (replace in prod)                      IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(""dev-signing-key-please-change""))                  };                  configureOptions?.Invoke(options);              });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\SecurityConfiguration.cs,100,8,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,"var validApiKeys = _configuration.GetSection(""ApiKeys"").Get<string[]>() ?? Array.Empty<string>();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\SecurityConfiguration.cs,60,16,M:Microsoft.Extensions.Configuration.ConfigurationBinder.Get``1(Microsoft.Extensions.Configuration.IConfiguration),,,,,"policy.WithOrigins(configuration.GetSection(""Cors:AllowedOrigins"").Get<string[]>() ?? new[] { ""https://localhost:5001"" })                        .AllowAnyMethod()                        .AllowAnyHeader()                        .AllowCredentials();"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\SecurityConfiguration.cs,22,16,P:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions.TokenValidationParameters,,,,,"options.TokenValidationParameters = new TokenValidationParameters                  {                      ValidateIssuer = true,                      ValidateAudience = true,                      ValidateLifetime = true,                      ValidateIssuerSigningKey = true,                      ValidIssuer = configuration[""Jwt:Issuer""],                      ValidAudience = configuration[""Jwt:Audience""],                      IssuerSigningKey = new SymmetricSecurityKey(                          Encoding.UTF8.GetBytes(configuration[""Jwt:SecretKey""] ?? ""default-secret-key-for-development""))                  };"
